lng,lat,times
119.18,29.1,1
119.18,29.21,1
119.18,29.4,3
119.18,29.83,5
119.18,30.39,4
119.19,30.16,1
119.19,30.26,3
119.19,30.35,2
119.19,30.1,1
119.19,29.98,7
119.19,29.41,2
119.19,29.08,4
119.19,29.8,6
119.19,29.57,3
119.19,30.98,4
119.19,29.56,4
119.19,30.98,2
119.19,30.52,1
119.19,30.52,2
119.2,30.61,4
119.2,29.63,7
119.2,30.33,2
119.2,30.21,1
119.2,29.24,1
119.2,29.89,5
119.2,30.17,4
119.2,29.77,6
119.2,29.84,5
119.2,29.44,1
119.2,30.11,1
119.2,29.66,7
119.2,29.3,2
119.2,30.09,3
119.2,30.91,4
119.2,29.74,8
119.2,30.36,3
119.2,30.51,3
119.2,29.34,4
119.21,29.13,1
119.21,30.91,4
119.21,29.21,3
119.21,29.03,4
119.21,29.43,4
119.21,29.12,3
119.21,29.22,2
119.21,29.88,6
119.21,29.59,2
119.21,29.2,4
119.21,29.37,4
119.21,29.77,5
119.21,29.89,7
119.21,29.64,6
119.21,30.12,3
119.21,30.01,1
119.21,29.18,3
119.21,30.71,2
119.21,29.97,7
119.21,30.26,2
119.21,29.99,6
119.21,30.87,3
119.22,29.18,3
119.22,29.36,2
119.22,29.28,2
119.22,29.83,5
119.22,29.04,1
119.22,30.29,2
119.22,30.52,1
119.22,30.56,3
119.22,30.45,3
119.22,29.09,4
119.22,30.4,4
119.22,30.17,3
119.22,30.19,3
119.22,30.69,4
119.22,30.91,1
119.22,29.59,4
119.22,29.95,8
119.23,29.11,1
119.23,29.53,3
119.23,30.78,1
119.23,30.14,1
119.23,30.38,4
119.23,29.93,5
119.23,30.8,4
119.23,30.69,3
119.23,30.95,4
119.23,29.93,8
119.23,30.13,1
119.23,29.56,1
119.23,29.11,1
119.23,29.94,8
119.23,30.45,2
119.23,29.34,1
119.24,29.08,4
119.24,30.27,4
119.24,30.11,2
119.24,29.95,8
119.24,30.21,4
119.24,30.83,3
119.24,29.27,2
119.24,30.03,3
119.24,30.49,1
119.24,29.67,6
119.24,30.79,4
119.24,30.21,2
119.24,30.7,4
119.24,29.27,3
119.25,29.69,5
119.25,30.16,1
119.25,30.54,1
119.25,29.87,7
119.25,29.13,3
119.25,30.42,1
119.25,29.84,7
119.25,30.33,2
119.25,30.65,3
119.25,30.04,4
119.25,29.11,2
119.25,29.8,7
119.25,29.28,3
119.25,29.45,1
119.25,29.22,4
119.26,30.37,4
119.26,30.38,1
119.26,30.79,3
119.26,29.23,2
119.26,29.9,5
119.26,30.61,3
119.26,29.76,5
119.26,30.64,4
119.26,29.43,2
119.26,29.62,7
119.26,29.1,4
119.26,30.51,3
119.26,29.31,1
119.26,30.97,1
119.26,30.46,2
119.26,29.86,6
119.27,30.07,3
119.27,29.32,4
119.27,29.6,7
119.27,29.1,1
119.27,29.23,2
119.27,30.56,4
119.27,29.45,1
119.27,30.06,3
119.27,30.6,2
119.27,30.39,3
119.27,29.84,8
119.27,29.81,6
119.27,29.28,4
119.27,30.55,2
119.27,29.57,1
119.27,29.39,4
119.27,29.84,6
119.27,30.69,3
119.27,29.74,5
119.27,29.6,7
119.27,30.06,4
119.27,30.67,1
119.28,29.46,2
119.28,29.71,6
119.28,30.56,3
119.28,30.48,2
119.28,29.46,3
119.28,29.32,4
119.28,29.16,3
119.28,30.56,3
119.28,29.45,2
119.28,29.46,3
119.28,30.84,4
119.28,29.14,1
119.28,29.72,8
119.28,29.35,1
119.28,29.02,4
119.28,29.04,2
119.28,29.37,2
119.28,29.5,1
119.28,30.76,3
119.28,30.82,4
119.28,29.62,5
119.28,29.86,8
119.28,30.96,4
119.29,29.36,1
119.29,30.79,1
119.29,30.85,2
119.29,29.98,7
119.29,29.96,8
119.29,30.3,3
119.29,30.72,2
119.29,29.61,7
119.29,29.34,1
119.29,29.19,3
119.29,30.18,1
119.29,30.86,1
119.29,30.83,4
119.29,29.7,5
119.29,30.2,2
119.29,30.05,4
119.29,30.7,3
119.29,29.36,3
119.29,30.13,2
119.29,29.11,2
119.29,30.56,3
119.29,30.12,3
119.29,29.07,4
119.3,30.46,4
119.3,30.15,1
119.3,30.2,4
119.3,30.92,4
119.3,29.45,3
119.3,30.52,4
119.3,30.57,4
119.3,30.48,1
119.3,29.94,6
119.3,30.78,2
119.3,30.34,4
119.3,30.85,2
119.3,30.88,1
119.31,30.35,3
119.31,29.04,2
119.31,29.07,1
119.31,30.03,2
119.31,30,2
119.31,30.48,4
119.31,29.44,4
119.31,30.71,1
119.31,29.15,1
119.31,29.56,3
119.31,30.45,3
119.31,30.11,3
119.31,29.28,1
119.31,29.28,1
119.31,29.89,5
119.31,29.3,1
119.31,30.67,4
119.31,29.67,5
119.31,29.87,5
119.31,29.31,4
119.31,29.7,7
119.32,30.78,4
119.32,29.03,1
119.32,29.73,5
119.32,29.18,1
119.32,29.34,3
119.32,29.7,7
119.32,29.08,3
119.32,29.69,7
119.32,30.93,3
119.32,30.43,2
119.32,30.41,2
119.32,30.74,1
119.32,29.81,5
119.32,30.38,2
119.32,30.23,2
119.32,29.95,5
119.32,29.36,3
119.32,30.45,1
119.32,30.47,3
119.32,30.08,1
119.32,30.93,4
119.32,29.06,2
119.32,29.92,5
119.32,29.43,3
119.33,30.78,1
119.33,30.71,3
119.33,29.14,3
119.33,30.85,4
119.33,29.39,4
119.33,30.76,2
119.33,30.49,1
119.33,29.05,2
119.33,29.2,3
119.33,30.33,3
119.33,29.59,4
119.33,30.17,2
119.33,30.46,2
119.33,30.52,2
119.33,29.44,4
119.33,29.84,8
119.33,30.71,1
119.33,29.83,8
119.33,29.29,3
119.33,30.14,2
119.34,29.59,2
119.34,29.36,4
119.34,30.36,2
119.34,30.1,3
119.34,29.09,1
119.34,30.52,3
119.34,30.74,1
119.34,29.96,6
119.34,29.19,2
119.34,30.56,1
119.34,30.54,4
119.34,29.22,4
119.34,29.21,2
119.34,30.79,4
119.34,29.22,1
119.34,30.77,1
119.34,29.57,4
119.34,29.29,2
119.34,30.19,4
119.34,30.82,2
119.34,29.25,3
119.34,30.2,1
119.35,30.43,1
119.35,30.1,2
119.35,30.51,4
119.35,30.72,1
119.35,30.8,3
119.35,30.94,1
119.35,29.24,1
119.35,29.89,7
119.35,30.4,3
119.35,29.05,2
119.35,30.79,2
119.35,30.17,3
119.35,30.61,2
119.35,29.61,8
119.35,30.55,4
119.35,29.05,4
119.35,29.89,5
119.35,30.18,4
119.35,29.08,1
119.35,29.93,8
119.35,30.67,1
119.36,29.7,8
119.36,30.47,4
119.36,30.9,2
119.36,30.39,4
119.36,29.47,2
119.36,29.64,6
119.36,29.53,1
119.36,29.39,4
119.36,30.16,4
119.36,29.28,3
119.36,29.99,8
119.36,29.59,4
119.36,30.83,4
119.36,30.73,2
119.36,29.22,3
119.36,30.6,4
119.36,30.22,4
119.37,30.64,1
119.37,30.99,3
119.37,29.56,4
119.37,30.16,1
119.37,29.83,5
119.37,30.46,4
119.37,29.41,2
119.37,30.95,4
119.37,30.78,2
119.37,30.39,4
119.37,29.99,6
119.37,29.85,7
119.37,29.64,8
119.37,30.01,2
119.37,29.43,1
119.38,30.21,2
119.38,30.36,2
119.38,29.62,5
119.38,29.7,6
119.38,30.17,2
119.38,29.85,6
119.38,30.3,1
119.38,30.08,3
119.38,30.32,1
119.38,30.27,2
119.38,29.26,4
119.38,30.6,1
119.38,29.91,8
119.38,30.55,1
119.38,29.11,4
119.38,29.4,1
119.38,30.86,3
119.38,29.35,1
119.38,30.64,2
119.38,30.77,3
119.38,29.15,4
119.38,29.27,1
119.38,29.04,2
119.39,29.71,6
119.39,29.5,2
119.39,30.95,2
119.39,30.1,4
119.39,29.57,1
119.39,30.07,1
119.39,30.23,1
119.39,29.68,7
119.39,29.35,1
119.39,30.27,3
119.39,29.94,8
119.39,30.01,4
119.39,30.98,2
119.39,30.34,2
119.39,30.35,2
119.39,29.22,1
119.39,30.49,4
119.39,29.27,4
119.39,30.27,1
119.39,29.17,3
119.39,30.21,2
119.39,29.25,4
119.39,30.05,3
119.4,29.88,5
119.4,29.39,4
119.4,30.78,1
119.4,29.9,5
119.4,29.14,3
119.4,30.47,2
119.4,29.88,5
119.4,29.4,2
119.4,29.57,3
119.4,29.72,5
119.4,29.69,7
119.4,30.78,2
119.4,30.1,1
119.4,29.14,1
119.4,30.99,3
119.4,30.2,4
119.4,30.48,2
119.4,29.4,1
119.4,29.2,2
119.4,30.62,4
119.41,30.94,1
119.41,29.49,3
119.41,30.83,2
119.41,29.81,8
119.41,29.55,1
119.41,29.78,6
119.41,29.6,5
119.41,29.17,3
119.41,30.26,3
119.41,29.36,3
119.41,30.55,1
119.41,30.83,4
119.41,30.85,3
119.41,30.58,4
119.41,29.77,6
119.41,29.45,2
119.42,30.35,4
119.42,30.29,2
119.42,30.82,4
119.42,29.4,3
119.42,29.55,2
119.42,29.41,2
119.42,30.91,2
119.42,30.7,4
119.42,29.69,8
119.42,30.11,4
119.42,30.59,2
119.43,30.25,3
119.43,30.88,1
119.43,29.71,7
119.43,30.65,4
119.43,29.14,1
119.43,30.52,3
119.43,30.69,4
119.43,29.54,4
119.43,30.23,4
119.43,29.54,2
119.43,30.79,4
119.43,29.12,2
119.43,30.97,2
119.43,30.95,2
119.43,29.79,7
119.43,29.9,7
119.43,30.28,4
119.43,30.39,2
119.43,30.31,2
119.43,29.61,8
119.43,29.18,4
119.44,29.9,6
119.44,29.43,1
119.44,29.18,3
119.44,29.6,5
119.44,29.93,5
119.44,30.09,1
119.44,30.88,1
119.44,30.79,3
119.44,29.85,7
119.44,29.61,5
119.44,30.62,2
119.44,30.96,3
119.44,30.41,4
119.44,30.1,1
119.44,30.33,3
119.44,29.5,1
119.45,30.71,1
119.45,29.75,7
119.45,29.99,5
119.45,29.41,4
119.45,29.96,5
119.45,30.2,2
119.45,29.92,5
119.45,30.41,3
119.45,29.41,3
119.45,30.46,1
119.45,30.94,2
119.45,30.31,1
119.45,29.75,6
119.45,30.06,1
119.45,30.52,3
119.45,29.66,5
119.45,30.09,4
119.45,30.77,1
119.45,29.37,1
119.46,30.78,3
119.46,29.02,3
119.46,29.46,1
119.46,30.82,2
119.46,29.44,1
119.46,30.2,2
119.46,29.29,4
119.46,29.65,7
119.46,29.63,5
119.46,30.5,4
119.46,30.07,3
119.46,30.32,1
119.46,30.03,2
119.46,29.67,6
119.46,29.2,1
119.46,29.46,4
119.46,29.3,2
119.46,29.76,5
119.46,30.05,2
119.46,29.43,1
119.46,29.59,2
119.46,29.91,5
119.46,30.81,2
119.46,29.75,5
119.46,29.5,1
119.47,29.72,8
119.47,30.55,2
119.47,30.43,1
119.47,29.38,1
119.47,29.87,8
119.47,30.82,3
119.47,29.25,3
119.47,30.18,3
119.47,30.99,2
119.47,30.97,1
119.47,30.34,3
119.47,29.33,3
119.47,29.22,2
119.47,29.24,2
119.47,29.72,5
119.47,30.24,3
119.47,30.94,1
119.47,29.3,1
119.48,30.52,4
119.48,29.49,4
119.48,29.26,4
119.48,30.39,3
119.48,30.61,1
119.48,29.99,5
119.48,30.56,1
119.48,30.42,1
119.48,29.24,2
119.48,29.31,1
119.48,29.49,4
119.48,29.94,7
119.48,30.77,4
119.48,30.62,4
119.49,30.84,2
119.49,30.99,4
119.49,29.11,4
119.49,30.41,3
119.49,29.11,1
119.49,30.84,4
119.49,30.51,4
119.49,30.22,4
119.49,30.47,4
119.49,30.53,4
119.49,29.93,6
119.49,30.81,3
119.49,30.38,4
119.49,30.05,2
119.5,29.22,2
119.5,30.05,1
119.5,30.94,4
119.5,30.02,1
119.5,30.1,2
119.5,30.12,4
119.5,30.32,4
119.5,30.82,4
119.5,30.24,2
119.5,30.73,1
119.5,30.4,4
119.5,29.71,8
119.5,30.54,3
119.5,30.76,2
119.51,30.61,2
119.51,30.46,2
119.51,30.64,1
119.51,30.61,1
119.51,30.51,3
119.51,29.56,2
119.51,29.07,4
119.51,29.39,2
119.51,29.38,1
119.51,30.96,4
119.51,30.25,4
119.51,29.73,8
119.51,30.72,3
119.51,30.82,4
119.51,29.1,3
119.51,30.59,1
119.51,30.32,1
119.51,29.2,4
119.51,30.36,2
119.51,29.07,2
119.51,30.22,3
119.52,30.24,1
119.52,29.35,2
119.52,30.67,1
119.52,30.7,3
119.52,30.57,2
119.52,30.74,4
119.52,29.05,4
119.52,30.91,4
119.52,30.36,3
119.53,29.28,2
119.53,30.37,1
119.53,29.81,6
119.53,29.54,1
119.53,29.4,2
119.53,30.5,1
119.53,29.47,4
119.53,29.57,2
119.53,29.58,3
119.53,30.55,4
119.53,29.52,1
119.54,30.95,4
119.54,29.43,1
119.54,29.77,5
119.54,29.11,2
119.54,29.79,8
119.54,30.73,3
119.54,29.32,2
119.54,30.21,3
119.54,30.17,4
119.54,30.09,3
119.54,30.92,3
119.54,29.76,6
119.54,29.54,4
119.54,29.81,7
119.54,30.65,2
119.54,29.26,1
119.54,29.52,1
119.54,29.01,2
119.54,29.64,8
119.54,29.22,3
119.55,30.22,4
119.55,30.84,4
119.55,29.63,8
119.55,30.06,1
119.55,30.53,4
119.55,30.57,1
119.55,30.32,1
119.55,29.99,7
119.55,29.66,5
119.55,29.59,2
119.55,29.14,2
119.55,30.44,4
119.55,29.42,1
119.55,29.71,6
119.55,30.72,2
119.55,30.69,3
119.55,29.17,3
119.55,29.36,3
119.55,29.03,4
119.55,29.75,8
119.55,30.47,2
119.55,29.39,1
119.56,29.28,1
119.56,30.91,2
119.56,30.3,1
119.56,30.1,4
119.56,29.04,1
119.56,29.09,1
119.56,30.2,1
119.56,29.86,5
119.56,29.61,5
119.56,29.8,7
119.56,29.89,7
119.56,29.14,2
119.56,29.22,2
119.56,30.38,3
119.56,30.62,4
119.56,30.25,4
119.57,29.95,7
119.57,30.01,2
119.57,29.43,4
119.57,30.81,4
119.57,29.81,7
119.57,29.26,1
119.57,30.93,2
119.57,30.59,1
119.57,30.26,1
119.57,30.43,1
119.57,29.84,7
119.57,30.73,2
119.57,29.46,3
119.57,29.13,2
119.58,30.6,1
119.58,30.96,4
119.58,30.85,3
119.58,30.96,4
119.58,29.66,7
119.58,30.82,4
119.58,29.67,5
119.58,30.29,1
119.58,30.38,4
119.58,29.52,3
119.58,30.2,1
119.58,29.51,3
119.58,29.7,6
119.58,29.8,5
119.58,29.41,4
119.59,29.71,6
119.59,29.44,3
119.59,30.84,3
119.59,30.27,3
119.59,29.14,4
119.59,29.49,4
119.59,29.05,1
119.59,30.86,2
119.59,29.22,4
119.59,29,2
119.59,30.92,4
119.59,29.47,4
119.6,30.46,4
119.6,30.92,1
119.6,29.78,6
119.6,29.79,6
119.6,30.53,3
119.6,29.38,4
119.6,30.51,2
119.61,29.7,5
119.61,30.22,2
119.61,30.62,4
119.61,29.17,4
119.61,30.41,1
119.61,30.32,3
119.61,30.08,2
119.61,29.92,8
119.61,29.15,3
119.61,30.38,3
119.61,29.77,8
119.61,30.34,4
119.61,30.4,1
119.61,30.97,3
119.61,30.59,1
119.61,29.47,4
119.61,29.99,8
119.61,29.18,4
119.61,30.87,2
119.61,29.77,5
119.61,29.68,7
119.61,29.77,7
119.62,29.59,3
119.62,29.85,6
119.62,30.63,1
119.62,29.37,3
119.62,29.31,4
119.62,29.43,4
119.62,30.25,4
119.62,29.38,1
119.62,30.86,2
119.62,30.63,2
119.62,29.4,2
119.62,29.29,1
119.62,30.17,2
119.62,30.47,4
119.62,30.47,3
119.62,29.11,1
119.63,29.3,3
119.63,29.3,2
119.63,29.83,6
119.63,29.19,4
119.63,29.22,2
119.63,30.46,3
119.63,29.99,7
119.63,30.15,2
119.63,29.88,7
119.63,30.21,2
119.63,29.13,3
119.63,30.98,1
119.63,30.85,2
119.63,29.4,4
119.63,29.55,4
119.63,29.78,8
119.63,29.62,6
119.63,29.06,3
119.63,30.05,1
119.64,29.34,3
119.64,29.24,3
119.64,30.8,4
119.64,30.35,2
119.64,30.49,1
119.64,30.08,4
119.64,29.22,4
119.64,29.57,1
119.64,29.85,8
119.64,30.4,3
119.64,30.17,4
119.64,30.19,4
119.64,30.53,4
119.64,30.5,2
119.64,30.65,2
119.64,29.6,7
119.64,29.53,2
119.64,30.71,4
119.64,30.99,3
119.64,30.87,4
119.64,29.44,3
119.65,30.76,4
119.65,29.35,4
119.65,29.69,5
119.65,29.33,2
119.65,29.28,2
119.65,29.51,2
119.65,30.29,4
119.65,29.02,3
119.65,30.04,3
119.65,30.27,1
119.65,30.63,1
119.65,29.43,4
119.65,29.08,1
119.65,30.48,1
119.65,29.81,7
119.65,29.04,1
119.65,30.33,1
119.65,29.08,4
119.65,30.61,2
119.65,30.07,1
119.65,30.72,4
119.65,29.49,3
119.66,30.37,4
119.66,29.18,1
119.66,30.77,1
119.66,29.65,5
119.66,30.97,1
119.66,29.66,5
119.66,29.15,3
119.66,30.26,1
119.66,29.78,6
119.66,29.67,6
119.66,29.32,3
119.66,29.89,7
119.66,30.78,4
119.66,30.72,1
119.66,29.58,3
119.66,30.73,2
119.66,30.46,1
119.66,29.84,8
119.66,30.86,3
119.67,30.62,4
119.67,30.48,1
119.67,30.78,3
119.67,30.93,2
119.67,29.68,7
119.67,30.22,4
119.67,30.77,1
119.67,30.55,4
119.67,30.52,2
119.67,29.86,5
119.67,30.33,4
119.67,29.55,1
119.67,29.68,6
119.67,29.64,6
119.67,30.44,1
119.67,30.73,4
119.67,30.04,1
119.68,30.45,2
119.68,29.11,4
119.68,30.45,4
119.68,29.32,4
119.68,30.03,4
119.68,29.61,5
119.68,30.82,1
119.68,30.68,2
119.68,30.09,1
119.68,29.67,7
119.68,30.36,4
119.68,29.07,3
119.68,30.34,2
119.68,29.69,7
119.68,30.59,1
119.68,29.97,6
119.68,30.08,1
119.68,29.33,3
119.68,29.13,4
119.68,29.48,1
119.68,30.85,1
119.69,29.14,2
119.69,29.37,4
119.69,30.33,1
119.69,29.63,7
119.69,30.31,4
119.69,30.71,4
119.69,29.73,5
119.69,29.91,8
119.69,30.17,2
119.69,29.49,4
119.69,29.22,1
119.69,29.3,2
119.69,29.97,6
119.69,30.85,3
119.69,29.92,7
119.69,30.18,2
119.69,30.1,2
119.7,30.69,1
119.7,30.84,1
119.7,29.27,4
119.7,29.26,4
119.7,29.44,1
119.7,30.03,2
119.7,29.56,3
119.7,29.28,3
119.7,29.83,7
119.7,29.85,5
119.7,29.19,1
119.7,29.49,3
119.7,29.69,5
119.7,30.78,2
119.7,30.91,3
119.7,29.85,5
119.71,29.46,3
119.71,29.63,6
119.71,29.68,7
119.71,29.01,3
119.71,29.14,2
119.71,29.78,6
119.71,30.41,4
119.71,30.9,3
119.71,30.33,2
119.71,30.14,4
119.71,29.17,3
119.71,29.93,5
119.71,29.3,1
119.71,29.17,3
119.71,29.72,7
119.71,29.34,4
119.71,30.18,4
119.71,29.49,4
119.71,30.83,3
119.71,30.62,4
119.71,30.89,3
119.71,29.03,4
119.72,29.6,5
119.72,30.65,1
119.72,30.18,4
119.72,29.64,8
119.72,30.64,3
119.72,29.23,4
119.72,29.23,1
119.72,29.61,7
119.72,30.86,3
119.72,29.87,5
119.72,30.06,4
119.72,29.68,5
119.72,30.97,2
119.72,30.47,3
119.72,30.83,1
119.72,29.17,2
119.72,29.92,7
119.72,29.02,1
119.72,30.07,4
119.72,30.92,4
119.72,29.24,2
119.72,29.6,8
119.72,29.81,5
119.72,29.24,3
119.73,30.14,2
119.73,29.64,7
119.73,29.94,6
119.73,29.87,6
119.73,30.86,3
119.73,29.22,3
119.73,29.86,6
119.73,30.98,1
119.73,30.78,3
119.73,30.12,3
119.73,29.41,4
119.73,30.04,4
119.74,30.85,4
119.74,29.65,6
119.74,29.31,1
119.74,30.69,3
119.74,30.76,2
119.74,29.9,6
119.74,29.6,5
119.74,29.39,1
119.74,30.91,3
119.74,30.35,1
119.74,30.99,4
119.74,29.77,6
119.74,29.37,2
119.74,30.84,1
119.74,29.51,3
119.74,30.83,3
119.74,29.29,4
119.74,30.84,2
119.74,29.28,2
119.74,30.09,3
119.74,30.34,3
119.74,29.53,4
119.74,29.77,6
119.75,29.37,2
119.75,29.81,6
119.75,30.25,2
119.75,29.28,1
119.75,30.85,2
119.75,30.85,4
119.75,30.57,2
119.75,30.6,4
119.75,30.65,4
119.75,30.69,1
119.75,30,2
119.75,30.2,4
119.75,30.63,2
119.75,29.99,5
119.75,29.46,4
119.75,30.76,3
119.75,29.48,1
119.76,29.42,3
119.76,30.99,4
119.76,29.52,2
119.76,30.24,1
119.76,29.06,1
119.76,29.83,6
119.76,30.65,3
119.76,30.35,1
119.76,29.16,2
119.76,30.99,3
119.76,29.06,1
119.76,30.85,4
119.76,29.98,5
119.76,30.53,2
119.76,29.84,8
119.76,30.58,4
119.76,30.15,3
119.76,29.57,2
119.76,30.56,1
119.76,29.22,1
119.76,30.69,2
119.76,30.62,1
119.76,29.96,6
119.76,30.35,1
119.76,29.79,5
119.76,30.77,3
119.77,29.71,8
119.77,29.8,7
119.77,30.86,1
119.77,29.78,5
119.77,30.29,3
119.77,29.58,3
119.77,29.53,3
119.77,29.48,4
119.77,30.6,3
119.77,29.94,6
119.77,29.51,4
119.77,29.38,1
119.77,30.43,4
119.78,30.21,2
119.78,30.78,3
119.78,30.65,2
119.78,29.2,1
119.78,30.25,3
119.78,30.48,2
119.78,30.17,3
119.78,30.54,3
119.78,30.25,4
119.78,29.5,1
119.78,29.96,8
119.78,30.69,2
119.78,30.67,4
119.78,29.96,8
119.78,30.78,2
119.79,29.59,3
119.79,29.92,6
119.79,30.09,4
119.79,30.45,4
119.79,29.63,8
119.79,29.87,8
119.79,29.1,1
119.79,30.81,1
119.79,29.35,4
119.79,30.49,4
119.79,29.25,1
119.79,30.13,2
119.79,30.91,3
119.8,29.72,6
119.8,30.44,1
119.8,29.8,6
119.8,29.21,3
119.8,30.75,4
119.8,30.75,1
119.8,30.89,2
119.8,29.22,3
119.8,30.52,1
119.8,29.8,8
119.8,29.49,3
119.8,30.29,3
119.8,30.32,2
119.8,29.93,8
119.8,30.51,2
119.8,29.09,1
119.8,30.36,3
119.8,29.97,8
119.8,29.45,3
119.8,30.26,3
119.81,29.55,2
119.81,29.92,5
119.81,29.5,2
119.81,30.4,2
119.81,29.5,4
119.81,30.32,1
119.81,30.79,4
119.81,29.16,2
119.81,29.69,7
119.81,29.1,3
119.81,29.52,4
119.81,30.79,4
119.81,29.82,6
119.81,29.42,1
119.81,30.49,1
119.81,29.22,2
119.81,30.49,4
119.82,29.71,6
119.82,30.59,1
119.82,30.35,2
119.82,29.47,3
119.82,29.59,2
119.82,29.04,4
119.82,29.12,4
119.82,29.12,2
119.82,30.74,3
119.82,29.27,4
119.82,30.05,2
119.82,29.73,7
119.82,30.72,4
119.82,30.89,3
119.82,29.15,1
119.82,30.09,3
119.82,30.5,3
119.83,30.08,4
119.83,30.83,1
119.83,29.01,2
119.83,29.04,2
119.83,29.21,3
119.83,30.62,2
119.83,30.14,3
119.83,30.68,1
119.83,29.74,6
119.83,30.9,3
119.83,29.82,8
119.83,30.47,2
119.83,30.58,3
119.83,30.61,1
119.83,29.39,3
119.83,29.69,8
119.83,29.6,5
119.84,30.58,1
119.84,30,3
119.84,30.3,2
119.84,30.23,1
119.84,30.65,4
119.84,30.66,4
119.84,30.44,4
119.84,29.78,5
119.84,29.05,3
119.84,29.39,4
119.84,30.34,3
119.84,30.87,4
119.84,30,4
119.84,30.42,4
119.84,29.12,2
119.84,29.6,5
119.84,29.49,2
119.84,29.76,8
119.85,29.52,3
119.85,30.51,4
119.85,30.12,2
119.85,29.35,1
119.85,29.93,8
119.85,30.28,4
119.85,30.75,2
119.85,29.72,7
119.85,30.17,1
119.85,29.84,5
119.85,30.03,4
119.85,30.63,4
119.85,29.72,6
119.85,30.48,2
119.85,31,3
119.85,29.26,1
119.85,30.58,2
119.86,30.41,1
119.86,30.57,1
119.86,30.99,4
119.86,29.44,2
119.86,29.9,8
119.86,30.55,2
119.86,29.73,8
119.87,29.88,5
119.87,30.32,2
119.87,29.39,2
119.87,30.39,3
119.87,30.08,2
119.87,29.59,2
119.87,30.03,2
119.87,29.57,2
119.87,29.55,4
119.87,29.67,6
119.87,30.3,4
119.87,29.53,2
119.87,30.17,2
119.87,30.8,4
119.87,30.2,2
119.87,30.62,3
119.88,30.51,3
119.88,29.44,2
119.88,30.98,4
119.88,29.8,6
119.88,29.83,8
119.88,29.75,8
119.88,29.99,7
119.88,29.39,4
119.88,29.4,3
119.88,30.02,1
119.88,29.71,8
119.88,30.28,2
119.88,30.89,4
119.88,29.91,7
119.89,29.36,1
119.89,30.59,4
119.89,29.27,3
119.89,29.69,5
119.89,29.42,3
119.89,29.28,1
119.89,29.39,2
119.89,29.63,8
119.89,29.82,6
119.89,29.34,2
119.89,30.52,2
119.89,29.81,8
119.89,29.63,6
119.89,29.57,1
119.89,29.78,7
119.89,29.85,6
119.89,30.88,4
119.89,30.15,4
119.89,29.66,8
119.89,30.96,1
119.89,29.75,7
119.89,30.91,4
119.89,30.28,4
119.89,30.56,2
119.9,29.01,4
119.9,29.39,4
119.9,29.31,4
119.9,30.33,3
119.9,30.7,1
119.9,29.5,4
119.9,30.66,3
119.9,30.33,1
119.9,30.96,4
119.9,30.47,4
119.9,30.79,1
119.9,30.2,3
119.9,29.49,3
119.9,29.61,5
119.9,30.98,1
119.9,30.66,2
119.9,30.66,3
119.9,30.17,4
119.9,30.71,1
119.91,30.87,1
119.91,29.64,5
119.91,30.06,2
119.91,30.02,4
119.91,30.2,4
119.91,30.11,1
119.91,30.82,4
119.91,29.96,7
119.91,29.77,5
119.91,30.69,3
119.91,29.97,5
119.91,29.67,6
119.91,29.23,4
119.91,29.2,3
119.92,30.35,3
119.92,30.27,3
119.92,30.78,1
119.92,30.97,4
119.92,30.47,4
119.92,30.08,3
119.92,29.96,5
119.92,30.93,4
119.92,30.68,1
119.92,30.49,4
119.92,29.36,2
119.92,30.99,4
119.92,29.13,4
119.92,30.78,1
119.92,30.85,3
119.92,29.88,5
119.92,30,3
119.92,29.31,3
119.93,30.75,3
119.93,30.47,1
119.93,30.16,2
119.93,29.17,4
119.93,29.99,7
119.93,29.6,5
119.93,29.59,4
119.93,30.56,1
119.93,29.56,2
119.93,30.71,3
119.93,30.13,3
119.93,30.08,1
119.93,29.53,3
119.93,29.8,7
119.93,29.78,5
119.94,29.05,4
119.94,29.01,1
119.94,30.23,1
119.94,30.44,3
119.94,30.43,3
119.94,30.89,4
119.94,30.28,2
119.94,29.65,7
119.94,30.95,3
119.94,30.2,1
119.94,29.39,1
119.94,29.85,8
119.94,30.03,4
119.94,29.17,1
119.94,30.31,2
119.94,30.27,3
119.94,29.19,1
119.94,29.22,3
119.94,29.83,7
119.94,30.06,3
119.94,29.47,2
119.94,30.17,4
119.94,29.4,4
119.95,30.23,4
119.95,30.01,2
119.95,29.73,7
119.95,29.95,7
119.95,29.21,1
119.95,30.5,1
119.95,29.45,4
119.95,30.96,3
119.95,30.87,3
119.95,29.44,3
119.95,30.09,4
119.95,30.09,1
119.95,30.87,1
119.95,30.13,3
119.95,30.96,2
119.95,29.16,3
119.95,30.45,1
119.96,30.59,1
119.96,30.8,1
119.96,30.2,2
119.96,30.22,4
119.96,30.45,3
119.96,29.79,6
119.96,30.95,1
119.96,30.92,2
119.96,29.55,2
119.96,29.55,3
119.96,29.22,4
119.96,30.76,2
119.96,29.49,4
119.96,29.78,8
119.96,29.94,5
119.96,29.56,3
119.96,30.81,1
119.96,30.57,1
119.96,30.31,1
119.96,30.87,3
119.96,30.29,3
119.96,30.06,4
119.96,30.38,2
119.97,29.01,1
119.97,29.99,6
119.97,30.75,4
119.97,30.91,4
119.97,30.08,2
119.97,29.42,4
119.97,29.13,3
119.97,30.99,3
119.97,30.28,4
